Epoch: 0 Training Loss: 1.3110308670222575 
Epoch: 0  Loss: 1.3110308670222575  
Epoch: 1 Training Loss: 1.4349968845814742 
Epoch: 1  Loss: 1.4349968845814742  
Epoch: 2 Training Loss: 1.6330605164031864 
Epoch: 2  Loss: 1.6330605164031864  
