Epoch: 0 Training Loss: 1.5418803068683433 
Epoch: 0  Loss: 1.5418803068683433  
Epoch: 1 Training Loss: 1.6439468612801142 
Epoch: 1  Loss: 1.6439468612801142  
Epoch: 2 Training Loss: 1.8291712232352388 
Epoch: 2  Loss: 1.8291712232352388  
